"","MSBG01","MSBG03","MSBG04","MSBG05","MSBG06A","MSBG06B","MSBG06C","MSBG06D","MSBG06E","MSBG06F","MSBG06G","MSBG06H","MSBG07A","MSBG07B","MSBG09","MSBG10A","MSBG10B","MSBG10C","MSBG10D","MSBG10E","MSBG10F","MSBG10G","MSBG10H","MSBG10I","MSBG10J","MSBG10K","MSBG10L","MSBG10M","MSBG12A","MSBG12B","MSBG13A","MSBM14","MSBM15","MSBM16A","MSBM17A","MSBM18A","MSBM18B","MSBM18C","MSBM18D","MSBM18F","MSBM18G","MSBM18H","MSBM18I","MSBM18J","MSBM18K","MSBM18L","MSBM18M","MSBM18N","MSBM18O","MSBM19A","MSBM19B","MSBM19C","MSBM19D","MSBM19E","MSBM19F","MSBM19G","MSBM20A","MSBM20B","MSBM20C","MSBM20D","MSBM20E","MSBM20F","MSBM20G","MSBM20H","MSBM20I","MSBM20J","MSBM20K","MSBM20L","MSBM21A","MSBM21B","MSBM21C","MSBM21E","MSBM21F","MSBM21G","MSBM21H","MSBM21I","MSBM22A","MSBM22B","MSBM22C","MSBM22D","MSBM22E","MSBM22F","MSBM22G","MSBM22H","MSBM22I","MSBM23A","MSBM23B","MSBM23C","MSBM23D","MSBM23E","MSBM23F","MSBM23G","MSBM23H","TOTWGT","AtRisk"
"1067",1,2,3,3,1,1,1,1,1,1,1,1,7,5,5,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,1,250,300,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,3,2,2,4,2,1,1,1,3,2,1,1,4,2,4,1,1,2,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,123.752122,"0"
"1068",1,1,3,4,1,2,1,1,1,1,1,2,5,9,5,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,1,245,540,2,2,2,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,1,2,2,2,2,1,2,2,2,4,2,1,1,3,1,4,2,1,1,2,2,2,2,1,2,1,1,2,4,4,4,4,4,4,4,4,57.232218,"0"
"1069",1,3,3,4,1,1,1,1,1,1,2,2,3,1,6,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,500,600,2,2,1,1,2,2,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,3,2,1,2,2,3,3,2,1,2,1,3,1,3,2,2,2,1,1,2,1,1,1,1,4,4,4,3,4,4,4,4,57.232218,"0"
"1070",1,2,3,4,1,2,1,1,1,1,1,2,3,3,5,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,250,150,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,3,2,1,4,2,1,1,1,4,2,1,1,3,2,4,1,1,1,1,1,1,1,2,1,2,1,2,2,4,3,4,4,4,3,4,123.752122,"0"
"1071",1,2,4,3,1,1,1,1,1,2,2,2,5,5,5,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,250,240,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,2,1,1,1,1,1,1,1,2,1,3,3,2,3,2,2,3,3,2,3,2,2,1,3,3,2,2,2,2,2,2,2,2,1,1,2,2,4,3,4,4,4,4,3,4,57.232218,"0"
"1072",2,1,4,5,1,2,1,1,1,1,2,2,3,7,5,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,246,210,2,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,2,1,1,1,2,1,1,4,2,1,4,1,1,1,2,4,2,1,1,4,1,4,1,2,1,1,2,1,1,2,1,1,1,1,4,4,4,4,4,4,4,4,57.232218,"0"
"1073",1,2,4,3,1,1,1,1,1,1,1,2,3,6,5,2,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2,262,360,2,2,1,1,1,2,2,2,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,2,1,4,3,2,4,1,1,3,4,2,4,1,1,4,1,3,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,57.232218,"0"
"1074",2,1,4,5,1,2,1,1,1,1,1,2,6,6,4,2,2,1,2,2,2,2,2,2,2,1,2,1,1,1,1,250,60,2,1,2,1,2,1,2,2,1,2,1,2,3,1,1,2,1,1,2,1,2,1,1,2,1,1,3,1,3,1,1,2,1,3,2,1,1,3,2,4,2,3,1,2,2,2,1,2,2,1,2,2,3,4,4,4,4,3,4,4,57.232218,"0"
"1075",1,1,2,2,1,2,1,1,1,2,2,2,2,3,5,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,1,255,100,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,3,1,2,4,3,3,3,1,2,3,3,3,2,1,3,2,3,2,2,3,2,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,57.232218,"0"
"1076",1,2,5,5,1,2,1,1,1,1,1,1,5,1,5,1,2,2,2,2,2,1,1,1,2,2,2,2,2,2,1,250,100,2,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,3,2,2,1,2,4,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,4,4,4,4,4,4,4,4,57.232218,"0"
"1077",1,1,5,4,2,2,1,1,2,1,2,2,2,2,5,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,550,150,2,1,1,1,1,1,2,1,1,1,1,1,2,2,1,2,1,1,2,1,2,1,1,1,1,4,1,1,3,1,1,1,1,4,1,1,1,3,2,3,2,3,1,2,1,2,2,3,2,2,2,2,4,4,4,4,4,4,4,4,57.232218,"0"
"1078",2,4,1,4,1,1,1,1,1,1,1,1,3,3,6,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,250,30,1,2,2,1,2,2,3,3,2,2,3,3,4,4,2,3,2,1,2,1,2,1,1,1,1,2,2,2,4,1,1,1,1,4,3,1,1,4,2,4,1,1,1,1,1,1,1,1,1,1,2,2,1,2,4,4,3,4,3,4,57.232218,"0"
"1079",1,4,5,4,1,1,1,1,1,2,2,2,3,3,6,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,300,300,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,2,2,2,1,1,3,1,1,1,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,4,4,3,4,123.752122,"0"
"1080",2,2,3,5,1,1,1,1,1,1,1,1,3,3,6,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,250,420,2,1,1,1,1,2,2,1,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,1,4,1,1,2,1,1,1,1,4,1,1,1,4,1,4,1,1,1,1,2,1,1,1,1,1,2,2,3,3,3,4,3,3,4,4,123.752122,"0"
"1081",2,1,5,4,1,2,1,1,1,1,1,2,7,7,6,2,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,246,100,2,2,2,1,3,3,2,2,1,2,1,2,2,3,1,3,2,1,2,1,2,1,1,1,1,2,3,1,3,1,2,2,3,3,3,2,2,2,2,3,2,3,1,2,1,1,3,1,1,1,2,2,3,3,3,4,4,4,4,4,57.232218,"0"
"1082",2,1,4,3,1,2,1,1,1,1,1,2,3,3,6,1,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,250,120,2,1,1,2,2,2,3,1,2,1,2,2,1,2,2,2,2,1,1,2,1,1,2,1,1,3,3,2,3,2,2,2,2,3,4,1,2,3,1,3,1,1,1,1,1,2,1,1,1,1,1,1,4,4,4,4,4,4,4,4,123.752122,"0"
"1083",1,2,3,5,1,1,1,1,1,1,1,1,2,6,4,1,2,1,1,1,2,2,2,2,2,2,2,2,1,1,1,250,100,1,1,1,1,1,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,3,2,2,3,2,1,1,3,4,1,1,4,1,4,1,1,1,2,1,1,1,2,1,1,1,1,4,4,4,4,4,4,4,4,57.232218,"0"
"1084",2,1,3,5,1,1,1,1,1,1,1,2,3,3,5,1,2,1,2,1,2,2,1,2,2,2,2,2,1,2,1,242,80,1,2,1,1,1,1,1,2,1,2,2,1,3,2,1,1,1,1,1,1,1,1,1,1,1,3,3,1,3,1,1,1,1,4,1,1,1,4,1,4,1,1,1,2,1,1,1,1,1,1,2,2,1,4,4,4,2,4,4,4,123.752122,"0"
"1085",2,3,3,5,1,2,1,1,1,1,2,2,3,6,6,2,2,2,1,2,1,1,2,2,1,2,2,2,2,2,1,255,90,2,2,2,2,2,2,3,3,2,2,2,1,2,3,1,2,1,1,1,2,1,1,1,2,1,2,4,2,3,3,3,3,3,3,2,2,2,3,2,3,2,3,3,2,1,3,2,1,1,2,2,2,4,4,4,4,4,4,4,4,57.232218,"0"
"1086",2,1,2,5,1,1,1,1,1,2,2,1,6,6,5,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,450,100,1,2,3,2,2,2,2,2,2,3,2,2,2,2,2,3,1,1,1,1,1,1,1,2,2,2,4,3,2,3,2,2,3,3,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,56.837226,"1"
"1087",1,1,4,4,1,1,1,1,1,1,1,1,3,6,5,1,1,1,2,2,2,1,2,2,2,2,2,2,1,1,1,90,30,2,2,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,2,2,1,1,2,1,2,3,2,3,1,1,1,2,4,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,4,4,4,4,4,4,4,4,56.837226,"1"
"1088",2,1,5,5,1,1,1,1,1,1,1,2,3,6,4,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,1,450,120,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,1,1,2,3,2,4,3,1,1,1,3,1,1,1,4,1,4,1,2,1,1,1,1,1,1,1,1,1,1,2,3,3,4,4,4,3,4,56.837226,"0"
"1089",2,1,2,4,1,2,1,1,1,1,1,2,6,5,4,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,452,10,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,3,3,1,4,1,1,1,1,4,3,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,56.837226,"0"
"1090",1,1,3,4,2,2,1,1,1,2,1,1,7,7,6,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,425,50,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,3,2,2,3,1,3,4,2,3,1,1,4,1,3,1,1,1,1,1,1,1,1,1,1,2,3,4,3,4,4,4,4,4,4,56.837226,"0"
"1091",2,2,1,5,1,1,1,1,1,1,1,1,5,3,6,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,420,5,1,2,2,2,2,4,2,2,2,2,2,2,3,2,2,2,2,1,1,1,2,1,1,1,1,4,4,4,1,4,4,3,1,3,2,1,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,4,3,3,2,3,3,3,4,56.837226,"0"
"1092",2,1,3,4,1,2,1,1,1,1,1,1,6,2,4,2,1,1,1,2,2,2,1,2,2,2,1,2,1,1,1,468,30,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,2,1,2,4,1,4,2,1,1,2,3,3,1,1,3,1,3,1,2,1,4,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,56.837226,"1"
"1093",2,3,3,5,1,2,1,1,2,2,2,2,1,3,5,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,248,250,2,2,1,2,2,2,3,2,1,1,2,2,2,1,1,1,2,1,1,1,1,1,1,2,1,4,2,3,3,1,1,1,2,3,3,2,1,2,1,3,1,3,2,3,1,2,2,1,2,1,2,3,3,4,4,4,4,3,4,4,113.943416,"0"
"1094",1,1,3,2,1,2,1,1,2,1,1,1,6,6,5,2,2,2,2,2,2,2,1,2,1,2,2,2,1,1,1,225,120,1,1,2,2,2,3,2,2,2,2,1,1,1,2,1,1,1,1,2,1,2,1,1,1,2,1,4,4,1,4,3,4,4,1,4,2,2,1,2,2,1,3,4,2,1,1,3,1,2,2,3,2,4,4,2,4,4,4,4,4,113.943416,"1"
"1095",2,1,3,5,1,2,1,1,1,1,1,1,6,7,6,1,1,1,2,1,2,2,2,2,2,2,2,2,1,1,1,300,150,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,2,2,1,1,1,1,4,1,1,4,2,1,1,1,4,2,1,1,4,1,4,1,1,1,1,1,1,1,1,1,1,1,2,4,4,4,4,4,3,4,4,113.943416,"0"
"1096",1,1,4,5,2,2,1,1,2,1,1,2,6,6,4,1,2,2,2,1,1,2,1,2,2,2,2,2,1,1,1,250,200,2,2,1,1,1,1,2,1,1,1,1,1,2,2,1,2,1,1,1,2,1,1,1,2,1,3,2,2,4,2,1,1,1,4,2,1,1,4,2,4,1,2,1,1,1,1,1,1,1,1,1,2,4,3,4,4,4,4,4,4,113.943416,"0"
"1097",1,1,5,5,1,2,1,1,1,1,1,2,6,7,4,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,0,0,1,2,3,2,3,4,4,3,3,3,2,2,4,4,2,3,1,2,2,1,2,1,1,4,2,1,4,4,1,3,4,4,4,1,4,2,2,1,2,2,2,2,2,4,2,4,3,3,3,3,2,2,4,4,4,4,4,4,4,4,113.943416,"1"
"1098",2,1,5,4,1,2,1,2,1,1,2,2,5,5,4,1,1,1,1,1,2,2,1,2,2,2,2,2,2,1,1,245,200,1,2,2,3,2,2,3,4,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,4,2,3,2,2,2,2,3,2,2,2,1,2,2,2,3,2,2,2,2,2,3,2,2,3,3,3,3,4,3,4,4,4,4,113.943416,"0"
"1099",1,1,2,4,1,2,1,1,2,1,1,2,5,9,4,1,2,2,2,2,2,1,1,1,2,2,2,2,1,1,1,245,200,2,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,2,2,1,1,1,2,3,4,4,1,1,1,2,4,3,2,2,2,2,2,1,1,2,2,3,3,2,2,3,2,2,3,4,3,3,4,4,4,3,3,113.943416,"0"
"1100",2,1,5,5,2,2,1,1,1,1,1,2,7,7,5,1,1,2,2,1,1,1,2,2,2,1,2,2,1,1,1,240,60,2,2,1,1,1,1,2,1,1,1,1,1,2,3,1,1,1,1,2,2,2,1,1,2,1,3,2,2,4,1,1,1,1,4,2,1,1,4,3,4,1,1,1,1,1,1,1,1,1,2,1,2,4,4,4,4,4,4,4,4,155.648196,"0"
"1101",2,1,4,5,1,2,1,1,1,1,1,1,7,5,4,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,230,100,2,2,2,2,2,2,3,1,3,3,2,3,2,3,2,4,2,2,2,1,2,1,1,3,1,2,3,2,4,2,2,2,2,3,3,1,1,3,1,4,1,3,2,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,155.648196,"1"
"1102",2,1,4,5,1,1,1,1,1,1,1,1,6,6,5,1,2,2,2,1,2,2,1,2,2,2,2,1,1,1,1,225,100,1,2,3,1,1,3,2,2,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,2,1,2,4,4,3,2,2,2,2,2,4,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,3,2,2,3,4,3,4,4,4,4,113.943416,"0"
"1103",1,1,5,5,1,1,1,1,1,1,1,1,6,7,4,1,2,2,1,1,2,2,2,2,2,2,2,2,1,1,1,460,150,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,2,1,1,2,1,2,4,4,2,3,1,1,1,3,1,1,1,3,1,4,1,1,1,3,1,1,1,1,1,1,1,1,4,3,3,4,4,4,4,4,113.943416,"0"
"1104",2,1,3,5,1,2,1,1,1,1,1,1,3,3,5,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,230,200,1,2,2,1,1,2,1,3,2,1,2,2,2,4,1,2,1,2,2,1,2,2,2,1,1,2,3,2,4,2,2,1,1,4,1,1,1,1,2,2,2,1,2,4,3,3,2,1,4,2,2,3,3,3,3,4,4,4,4,3,113.943416,"0"
"1105",1,1,3,4,1,2,1,1,1,1,1,1,7,7,5,2,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,250,120,1,2,2,1,3,1,3,2,3,3,1,2,4,4,2,4,2,1,2,1,2,1,1,3,1,1,3,4,1,2,4,4,4,3,3,1,1,4,1,3,1,1,1,1,1,2,2,2,2,2,1,1,2,2,3,4,4,4,4,4,113.943416,"1"
"1106",1,1,5,3,1,2,1,1,1,1,1,2,3,3,5,2,2,2,2,2,2,2,1,2,1,1,2,2,1,1,1,225,0,2,2,2,1,1,3,3,2,2,2,2,2,3,3,1,3,2,2,2,2,2,2,2,2,2,2,4,4,2,3,2,3,4,2,4,2,2,2,3,2,2,3,3,2,2,3,2,2,3,2,2,2,4,4,4,4,4,4,4,4,155.648196,"0"
"1107",2,1,5,3,2,2,1,1,1,1,1,2,6,6,5,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,225,150,2,2,2,1,1,2,2,2,1,1,2,2,2,3,2,2,2,1,2,2,2,1,1,1,1,3,2,2,3,2,2,2,2,4,1,1,1,3,1,3,1,2,1,2,1,1,1,2,1,2,2,2,3,4,4,3,4,3,4,4,113.943416,"0"
"1108",2,1,5,5,1,2,1,1,1,1,1,1,7,7,6,1,1,1,2,1,1,2,2,2,2,2,1,2,1,1,1,268,105,1,2,1,1,1,2,2,2,2,1,1,2,2,2,1,2,1,1,1,1,1,1,1,2,2,3,2,2,2,1,2,2,1,4,1,1,1,4,1,4,1,2,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,113.943416,"0"
"1109",2,1,2,4,2,2,1,1,1,1,1,1,3,6,5,1,2,2,2,1,1,2,1,2,2,2,2,2,1,1,1,500,60,2,1,1,1,1,2,1,1,2,1,3,1,2,1,1,1,1,1,1,1,1,2,2,3,2,2,3,3,4,2,1,2,2,4,2,1,1,4,1,4,1,3,1,2,1,1,1,1,1,1,1,1,4,4,4,4,4,3,4,4,113.943416,"0"
"1110",2,2,1,2,1,2,1,1,1,1,1,1,5,9,4,1,1,2,2,1,1,2,2,2,2,2,2,2,1,3,1,250,300,1,2,1,1,2,1,1,1,2,1,2,1,2,1,1,1,1,1,2,2,1,1,1,2,1,2,2,1,3,1,1,2,1,4,1,1,1,3,1,4,1,2,2,2,2,1,1,2,1,2,3,2,4,4,4,4,4,4,4,4,113.943416,"0"
"1111",2,1,2,4,1,2,1,1,1,1,2,2,6,6,4,1,1,1,2,1,1,2,2,2,2,2,2,2,1,1,1,245,100,2,2,1,1,1,1,2,1,2,1,2,1,2,1,1,1,1,2,2,1,2,1,1,2,2,4,1,2,4,1,1,1,1,4,2,1,1,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,113.943416,"0"
"1112",2,2,3,5,2,2,1,1,1,1,2,2,9,9,4,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,200,420,1,2,2,1,1,1,2,1,2,1,2,2,3,2,2,1,2,1,2,2,2,1,1,2,2,2,3,3,3,2,2,2,2,4,2,1,1,3,2,3,1,3,2,1,2,1,1,1,2,2,2,2,3,4,4,4,1,3,4,4,113.943416,"1"
"1113",2,3,2,3,1,1,1,1,1,1,1,1,6,6,5,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,275,700,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,2,2,3,2,2,1,1,4,2,1,1,4,1,4,1,2,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,155.648196,"0"
"1114",1,1,5,3,2,2,2,1,1,1,2,2,6,6,6,2,2,1,2,2,2,2,2,2,2,1,2,2,1,1,1,235,300,1,2,1,1,2,2,1,1,1,1,1,1,1,2,1,2,2,1,2,1,2,1,1,1,1,2,2,3,4,4,1,2,2,4,3,1,1,2,1,4,1,1,1,1,2,2,1,1,1,1,1,4,3,3,4,3,4,4,4,4,155.648196,"0"
"1115",2,2,5,5,1,1,1,1,2,1,1,1,7,5,6,1,1,1,2,1,2,2,2,2,2,2,2,2,1,1,1,500,500,2,2,1,1,1,1,2,1,2,1,1,2,2,2,1,1,2,1,2,2,2,1,2,1,1,2,1,1,4,1,1,1,1,4,1,1,1,4,1,4,1,2,1,2,1,2,2,1,2,2,2,2,2,2,2,3,3,4,3,4,113.943416,"0"
"1116",2,1,5,3,2,2,2,1,1,1,1,2,7,7,5,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,250,150,1,2,1,1,2,3,2,3,1,1,1,1,1,2,2,3,2,1,2,2,2,2,2,3,2,2,4,3,3,3,3,4,2,3,2,2,2,3,1,3,1,2,2,2,3,2,1,2,3,2,2,4,4,4,3,3,4,4,4,4,113.943416,"0"
"1117",1,1,4,4,2,2,1,2,2,1,1,2,7,3,6,2,2,2,1,2,2,2,2,1,2,2,2,2,1,1,1,250,120,2,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,2,1,2,2,1,1,2,2,1,2,2,2,3,2,2,2,2,3,2,1,1,2,1,3,1,2,1,1,1,1,2,2,2,1,2,2,4,4,4,4,4,4,4,4,113.943416,"0"
"1118",1,1,2,4,2,2,1,1,2,1,1,1,6,7,4,2,2,2,2,2,2,1,2,2,2,1,2,1,1,1,1,225,60,2,2,3,2,4,3,4,3,2,4,4,2,2,3,2,4,2,1,2,2,2,2,1,1,2,1,4,4,3,4,3,4,4,1,4,3,2,2,1,1,2,3,3,1,1,1,1,2,1,2,2,2,2,4,3,4,4,4,3,4,113.943416,"1"
"1119",1,2,4,5,1,2,1,1,1,1,1,1,6,6,4,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,250,315,1,2,1,1,1,2,1,2,1,1,1,1,2,2,1,1,1,1,2,2,2,1,1,2,1,2,2,1,3,2,2,1,1,3,3,1,1,3,1,3,1,1,1,2,2,2,2,1,1,2,2,1,4,4,4,4,4,4,4,4,113.943416,"0"
"1120",1,1,5,3,2,2,2,1,2,1,1,1,7,7,5,1,2,1,2,1,2,2,2,2,2,2,2,2,1,1,1,250,60,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,1,1,1,3,2,2,4,1,1,1,1,4,2,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,3,3,4,4,4,4,4,4,155.648196,"0"
"1121",1,1,2,3,1,1,1,1,1,1,1,2,6,6,5,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,230,75,2,2,3,1,3,3,2,3,2,2,2,3,3,2,2,3,2,1,2,1,2,1,1,3,3,1,4,3,2,2,2,4,4,2,3,2,2,3,2,3,2,3,2,2,2,2,2,2,2,2,2,2,4,4,3,4,4,4,2,4,155.648196,"0"
"1122",2,1,5,4,1,1,1,1,1,1,1,1,8,6,4,2,2,2,2,1,1,2,2,2,2,2,2,2,1,1,1,245,370,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,2,2,1,2,1,2,3,1,3,1,1,1,2,4,2,1,1,3,1,3,1,1,1,3,1,1,1,1,1,1,1,2,4,4,4,4,4,4,4,4,113.943416,"0"
"1123",2,1,5,5,1,1,1,1,1,1,1,2,6,7,5,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,275,137,2,2,2,2,2,3,3,1,2,1,2,2,3,3,2,2,1,2,1,2,1,1,1,3,2,1,3,2,3,2,2,3,2,3,3,1,1,3,1,4,1,1,1,2,2,2,1,2,3,2,2,3,4,3,4,4,3,4,4,4,113.943416,"0"
"1124",2,1,2,3,1,2,1,2,2,1,1,2,3,3,5,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,90,60,1,2,1,1,2,1,3,1,1,1,1,1,4,3,1,2,1,1,2,2,2,1,1,1,1,4,3,1,4,3,1,1,1,4,1,1,1,3,1,4,1,1,1,2,1,1,1,2,2,3,3,3,4,4,4,4,4,4,4,4,113.943416,"1"
"1125",2,3,3,5,2,2,1,1,1,1,1,1,5,2,4,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,1,200,150,1,2,2,1,3,3,2,3,2,3,1,1,1,2,1,3,2,1,2,2,2,2,2,1,2,2,3,2,4,2,2,1,2,4,2,1,1,4,2,4,1,2,2,2,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,113.943416,"1"
"1126",1,1,3,2,2,2,1,1,1,1,1,1,7,7,5,1,2,1,2,1,2,1,1,2,2,2,2,2,1,2,1,325,150,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,3,2,2,4,1,1,1,1,4,2,1,1,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1,3,3,4,4,4,4,4,4,125.654974,"0"
"1127",2,3,1,2,1,2,2,1,1,1,1,1,3,3,6,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,325,200,1,2,1,1,1,1,3,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,2,2,2,2,1,1,1,2,4,1,2,1,4,1,4,1,1,2,2,4,2,1,1,1,1,1,2,4,4,4,4,4,4,4,4,125.654974,"0"
"1128",1,1,4,4,1,2,1,1,1,1,1,1,9,9,4,1,2,1,2,2,1,2,2,2,2,1,2,1,1,1,1,325,150,2,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,2,2,2,2,2,1,1,3,2,1,4,1,1,1,1,4,1,1,1,4,2,4,1,1,1,2,2,2,1,2,2,2,2,2,4,3,4,4,4,3,4,4,125.654974,"0"
"1129",2,1,5,5,1,1,1,1,1,1,1,1,3,3,4,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,350,100,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,3,3,2,4,1,1,1,1,4,2,2,1,4,1,4,1,2,1,2,2,1,1,1,1,1,2,4,4,4,4,4,4,4,4,4,125.654974,"0"
"1130",1,1,5,5,2,2,1,1,1,1,1,1,6,6,5,2,2,2,1,2,2,2,2,2,2,1,2,2,1,1,1,350,0,1,2,2,2,3,4,3,3,2,2,1,2,3,3,2,3,2,2,2,2,2,2,2,4,2,1,4,3,3,2,3,3,3,3,3,1,1,2,2,3,1,1,1,2,2,2,2,2,2,2,1,2,4,4,4,4,4,4,4,4,125.654974,"0"
"1131",1,1,4,5,1,1,1,1,1,1,1,1,7,7,5,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,1,360,100,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,1,2,2,2,4,3,3,4,2,4,4,2,4,2,1,3,1,2,1,3,1,2,1,2,1,1,2,2,2,3,1,3,3,4,3,4,3,4,125.654974,"0"
"1132",2,1,5,5,1,1,1,1,1,1,1,2,5,7,6,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,0,0,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,4,1,2,3,3,3,2,2,2,2,3,3,1,1,3,1,4,1,2,1,1,1,1,1,1,2,2,2,3,3,3,4,4,4,4,4,4,125.654974,"1"
"1133",1,1,4,5,1,2,1,1,1,1,1,2,6,7,6,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,325,300,2,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,2,2,2,2,1,1,1,1,3,2,3,3,2,2,1,1,4,2,1,1,4,1,4,1,2,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,125.654974,"0"
